bank,city,review,date
AXIS BANK,hyderabad,There was immediate response from axis bank for the home loan application. Interest rate offered above 11% which is high compare to the market rate and the processing fee was similar tot other banks. The plan was postponed so i did not avail the loan.,"Mar 16, 2015"
AXIS BANK,ghaziabad,The process of home loan was good with axis bank but the interest rate is high so i dropped the plan and took the loan with nationalized bank . Response time was good but the executive did to gave detailed information. It they reduce the interest rate and documentation process it will be great. ,"Mar 16, 2015"
AXIS BANK,chennai,I find Axis Bank to be quite prompt and good with their customer service. They are customer centric. I was offered an interest rate of 10.25% . I had to postpone the decision of taking the home loan due to personal issues arising from the recession. Ií€Œ¢??m quite satisfied with their follow ups.,"Mar 16, 2015"
AXIS BANK,mumbai,The overall experience with Axis Bank was fine. All the details were given properly and the customer experience was pretty good. However I have decided to take the loan later since the property was not finalised. They offered me an interest rate of 9.65%.,"Mar 16, 2015"
AXIS BANK,mumbai,Service executives were not up to the mark especially in the loan section. The way they treat the customer is not satisfactory. I am not that satisfied abut the facilities of the Axis bank. The executives should be more polite and profession in the loan section. Due to customer service I have not availed the home loan.,"Mar 16, 2015"
AXIS BANK,kolkata,The customer service from Axis bank was really good. The interest rate they offered me on the home loan was way higher than my budget. Even the processing fees and charges are high. I have therefore decided to go for another bank that offers me a better rate,"Mar 15, 2015"
AXIS BANK,mumbai,"As soon as I registered with BankBazaar,I got a call from them and later I was contacted by Axis Bank executives.I had decided on the property and it was all clear with the documentation in place.However there was a lag in communication as the executive was unsure of the banking norms &amp; RBI regulations. Hence I had to take it up with a public sector bank since no proper follow up after that from their end.","Mar 15, 2015"
AXIS BANK,chennai,I had applied for a home loan with Axis Bank. The customer service and overall experience was good. They offered me reasonable interest rates. Even the processing fees were on par with other banks. I feel their follow ups were good and transparent. I had to delay the application since the property is not yet finalised. ,"Mar 15, 2015"
AXIS BANK,mumbai,"Applying for a home loan with Axis bank is a wonderful experience as their customer regard and the prompt response is appreciable. The interest rate I was offered was 12% and the processing charges was 3-4% which I think is higher for my budget , however their customer relationship more than compensates it !","Mar 15, 2015"
AXIS BANK,kolkata,"Axis bank is a good option when it comes to home loans as it is quite competent in the market and offers good service. They regularly followed up regarding all the requirements, processing and documentation and the delay was caused since I didn't have one of the documents ready. I shall re-apply when its ready.","Mar 15, 2015"
AXIS BANK,kochi,Axis bank was very resourceful and prompt in their service. They offered me a rate of interest of 9.55% which I think is on par with most private banks. The end to end processing &amp; documentation is also hassle free. I had postponed the decision since the finalise property was cancelled in short notice. ,"Mar 14, 2015"
AXIS BANK,guwahati,Axis bank responded me within two days after applying for the home loan through online. They were offering above 9% rate of interest for the loan but due to some personal loan my plan was postponed so the application was closed. Will take the loan later.,"Mar 14, 2015"
AXIS BANK,ahmedabad,I checked with Axis Bank about their process and rates when I thought about buying a property. However I find the interest rate - 10.55% onwards is not affordable and even the processing charge is higher than most banks. The customer service is average and documentation process is reasonable. ,"Mar 14, 2015"
