name,club,pos,status,news,chance_of_playing_this_round,chance_of_playing_next_round,now_cost,total_points,event_points,minutes,points_per_game,points_per_game_last3,form,value_form,value_season,dreamteam_count,selected_by_percent,transfers_out,transfers_in,transfers_out_event,transfers_in_event,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,ep_this,ep_next
Valon Behrami,Watford,Midfielder,minor injury,Hamstring injury - 75% chance of playing,75,75,4.5,29,1,1351,1.7,1,0.8,0.2,6.4,0,0.2,15395,12051,564,59,0,0,0,0,0,0,3,23,0,0,0,6,0,0,0,164,133.6,58.9,20,21.4,127,0,0.6
Steven Berghuis,Watford,Midfielder,long loan,Season-long loan to Feyenoord,0,0,5,0,0,0,0,0,0,0,0,0,0,82,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
Nordin Amrabat,Watford,Midfielder,major injury,Ankle injury - Expected back 31 Jan,0,0,5,46,0,1403,2.6,2,1.5,0.3,9.2,0,0.2,14339,15547,2024,129,0,0,0,0,0,3,2,32,0,0,0,3,0,0,5,185,214.8,345.8,258,81.6,74,0.8,0
Mario SuÃƒÂ¡rez,Watford,Midfielder,long loan,Moved to Valencia in season-long loan deal,0,0,4.5,0,0,0,0,0,0,0,0,0,0.1,6969,270,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
Isaac Success,Watford,Midfielder,major injury,Muscle injury - Expected back 21 Jan,0,0,5.7,14,0,257,1.8,1.7,0.3,0.1,2.5,0,0,4242,1959,88,29,-3,0,3,0,1,0,1,2,0,0,0,1,0,0,0,48,78.4,44.5,124,24.8,0,0,0
Troy Deeney,Watford,Forward,active,,100,100,6.7,66,2,1702,3.3,4,3.5,0.5,9.9,1,4,459486,429582,15914,9291,-3,0,3,0,4,3,3,35,0,0,0,4,0,0,6,230,298.4,343.7,479,111.6,629,3,3.5
Odion Ighalo,Watford,Forward,active,,100,100,6.9,38,1,1288,2.2,1.7,1.8,0.3,5.5,0,2.9,320946,93057,2750,618,-6,0,6,0,1,1,2,29,0,0,0,1,0,0,2,82,93.6,173.3,440,69.9,709,1.3,1.8
Mamadou Obbi OularÃƒÂ©,Watford,Forward,long loan,Joined Belgian side SV Zulte Waregem in season-lon,0,0,4.5,0,0,0,0,0,0,0,0,0,0,677,384,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome Sinclair,Watford,Forward,active,,100,100,4.8,6,1,116,1.2,1,0.8,0.2,1.3,0,0.3,15928,6636,425,302,-2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,11,1,14.3,22,3.5,0,0.3,0.8
Boaz Myhill,West Brom,Goalkeeper,active,,100,100,4.2,0,0,0,0,0,0,0,0,0,0.5,34251,2682,583,355,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,-1
Ben Foster,West Brom,Goalkeeper,active,,100,100,4.7,65,3,1800,3.3,3.3,3,0.6,13.8,1,15.3,304403,566458,29522,20874,2,0,-2,0,0,0,3,24,0,0,0,1,0,69,4,353,470.8,10,5,48.8,129,4,2
Jonny Evans,West Brom,Defender,major injury,Calf injury - Expected back 21 Jan,0,0,4.5,44,1,1469,2.6,1.7,1.3,0.3,9.8,1,6.1,280874,226604,29644,2897,0,0,0,0,1,0,3,19,0,0,0,6,0,0,3,262,312.8,63.8,50,42.8,343,2.3,0
Jonas Olsson,West Brom,Defender,active,,100,100,4.3,9,0,500,1.5,0.7,0.3,0.1,2.1,0,0.6,30962,14398,644,297,-2,0,2,0,0,0,1,9,0,0,0,2,0,0,0,60,86,1,19,10.7,261,1.3,-0.7
Craig Dawson,West Brom,Defender,active,,100,100,4.8,38,2,1693,2,1.7,1.3,0.3,7.9,0,1.3,70007,17180,1963,749,-2,0,2,0,0,0,3,23,0,0,0,7,0,0,1,223,299,216.7,136,65.3,433,2.3,0.3
SÃƒÂ©bastien Pocognoli,West Brom,Defender,long loan,Moved to Brighton on loan until the end of the sea,0,0,4,0,0,0,0,0,0,0,0,0,0.3,17846,1871,289,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
Cristian Gamboa,West Brom,Defender,long loan,Joined Celtic on 30/8,0,0,4,0,0,0,0,0,0,0,0,0,0.5,27040,1939,587,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gareth McAuley,West Brom,Defender,active,,100,100,4.9,72,8,1800,3.6,4,3.3,0.7,14.7,2,27.9,431968,1102585,30177,47968,4,0,-4,0,4,0,3,24,0,0,0,3,0,0,5,311,525.2,26.8,228,77.9,339,4.3,2.3
James Chester,West Brom,Defender,long loan,Joined Aston Vila on 12/8,0,0,4.5,0,0,0,0,0,0,0,0,0,0,4479,98,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
Chris Brunt,West Brom,Defender,minor injury,Knock - 75% chance of playing,75,75,5,49,8,1039,3.8,4,3,0.6,9.8,1,2.3,30402,118329,11849,13461,0,0,0,0,2,3,1,15,0,0,0,3,0,0,6,217,247.6,233.1,82,56.5,230,4,1.5
Darren Fletcher,West Brom,Midfielder,active,,100,100,4.4,52,2,1714,2.6,2,2,0.5,11.8,0,9.4,426451,281328,26438,29175,-1,0,1,0,1,1,5,20,0,0,0,0,0,0,0,235,193,137.4,130,45.7,403,3,1
Craig Gardner,West Brom,Midfielder,short loan,Joined Birmingham City on loan from 11/1 until the,0,0,5.1,14,0,218,1.6,0.7,0,0,2.7,0,0.1,6999,5040,87,19,-4,0,4,0,0,1,1,6,0,0,0,1,0,0,0,52,35.4,137.9,11,18.3,244,1,0
James Morrison,West Brom,Midfielder,active,,100,100,4.6,42,7,737,2.8,3,2.3,0.5,9.1,0,0.4,17481,28747,2324,4560,-4,0,4,0,3,1,2,7,0,0,0,2,0,0,2,159,174.8,170.6,100,44.4,266,3.3,1.3
Claudio Yacob,West Brom,Midfielder,active,,100,100,4.4,34,2,1643,1.8,2,2,0.5,7.7,0,0.2,9203,6910,443,520,-1,0,1,0,0,0,3,20,0,0,0,6,0,0,0,214,228.2,60.5,31,32.1,286,3,1
Callum McManaman,West Brom,Midfielder,long loan,Loaned to Sheffield Wednesday,0,0,4.3,0,0,0,0,0,0,0,0,0,0.1,7642,4260,419,14,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
James McClean,West Brom,Midfielder,active,,100,100,4.9,33,1,757,1.9,1,0.8,0.2,6.7,0,0.2,12116,9072,258,140,-1,0,1,0,1,2,2,13,0,0,0,5,0,0,1,147,168.6,160.2,220,55,336,1.8,-0.2
Jonathan Leko,West Brom,Midfielder,active,,100,100,4.2,9,0,95,1.5,2,0.3,0.1,2.1,0,0.7,34188,44173,3506,6279,-3,0,3,0,0,1,0,2,0,0,0,0,0,0,0,33,26.2,29,18,7.2,28,1.3,-0.7
Matt Phillips,West Brom,Midfielder,active,,100,100,5.8,100,9,1564,5.3,8,6.5,1.1,17.5,2,18.6,141389,896668,27471,230478,3,2,-3,-2,4,9,4,19,0,0,0,0,0,0,12,330,409,427.3,293,112.4,0,7.5,5.5
Rickie Lambert,West Brom,Forward,long loan,Joined Cardiff on 31/8,0,0,5.4,1,0,13,1,1,0,0,0.2,0,0.1,8020,1289,47,20,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3.6,11,40,5.5,72,0,0
Saido Berahino,West Brom,Forward,minor injury,Lack of match fitness - 25% chance of playing,25,25,6,6,0,243,1.5,1.3,0,0,1,0,0.4,44057,10816,307,104,-5,0,5,0,0,0,2,2,0,0,0,1,0,0,0,-3,0,4.4,77,7.4,226,0.3,-0.3
SalomÃƒÂ_n RondÃƒÂ_n,West Brom,Forward,active,,100,100,6.8,82,5,1627,4.1,2.7,2.3,0.3,12.1,1,8.9,471896,718601,58714,33349,3,1,-3,-1,7,3,4,22,0,0,0,1,0,0,8,236,332,249.1,779,135.8,354,3.3,1.3
AdriÃƒÂ¡n San Miguel del Castill,West Ham,Goalkeeper,active,,100,100,4.7,37,0,990,3.4,0,0,0,7.9,0,1.9,99513,54673,2845,327,-3,0,3,0,0,0,3,20,0,0,0,1,0,37,3,198,256,10,0,26.6,356,-0.5,1
Darren Randolph,West Ham,Goalkeeper,active,,100,100,4.4,33,2,810,3.7,3,4.3,1,7.5,0,1.6,20444,53610,4871,18957,-1,0,1,0,0,0,2,15,0,0,0,0,0,36,3,174,261,0,0,26.2,56,3.8,5.3
James Collins,West Ham,Defender,active,,100,100,4.2,23,0,726,2.6,2,0,0,5.5,1,3.9,336170,326581,11056,1311,-3,0,3,0,1,0,1,16,0,0,0,1,0,0,3,146,209.4,33.1,92,33.4,217,0,1
Winston Reid,West Ham,Defender,active,,100,100,5.1,71,1,1517,4.2,4.7,5.8,1.1,13.9,2,4.5,119932,208473,15994,24642,1,0,-1,0,2,3,5,28,0,0,0,5,1,0,15,392,549.8,64.7,121,73.4,294,5.3,6.8
Aaron Cresswell,West Ham,Defender,active,,100,100,5.3,30,1,974,2.7,1.7,3,0.6,5.7,0,0.4,20090,21006,1568,1345,-2,0,2,0,0,1,3,13,0,0,0,1,1,0,1,170,151.2,125.5,60,33.6,514,2.5,4
Reece Oxford,West Ham,Defender,active,,100,100,4.2,0,0,0,0,0,0,0,0,0,0.3,18231,2435,319,97,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1
Angelo Ogbonna,West Ham,Defender,active,,100,100,4.8,40,1,1530,2.4,1.3,2.5,0.5,8.3,0,1,36203,19002,1678,1483,-2,0,2,0,0,0,4,29,0,0,0,2,0,0,2,289,336.2,79.7,51,46.5,284,2,3.5
Sam Byram,West Ham,Defender,active,,100,100,4.2,7,0,264,1.4,0.3,0,0,1.7,0,0.2,30398,11446,303,117,-3,0,3,0,0,0,1,6,0,0,0,2,0,0,0,56,61.6,30.2,4,9.6,39,-0.1,1
Mark Noble,West Ham,Midfielder,active,,100,100,6.2,45,0,1472,2.5,4.3,3.3,0.5,7.3,1,1.4,121996,18813,2445,654,-3,0,3,0,2,0,5,25,0,0,1,5,0,0,3,244,212.2,246.3,154,61.2,581,2.1,4.3
Cheikhou KouyatÃƒÂ©,West Ham,Midfielder,short loan,On international duty at the Africa Cup of Nations,0,0,5.1,43,2,1598,2.4,3,3,0.6,8.4,0,0.8,88143,21324,2767,262,-4,0,4,0,0,1,5,28,0,0,0,1,0,0,0,236,245.6,77.4,95,41.6,498,2.5,0
Pedro Obiang,West Ham,Midfielder,active,,100,100,4.4,28,2,1004,2.2,1.7,0.5,0.1,6.4,0,0.3,14795,12982,785,845,-1,0,1,0,0,1,3,16,0,0,0,4,0,0,3,175,161.2,65.4,44,27.1,163,0,1.5
Dimitri Payet,West Ham,Midfielder,active,,100,100,9.1,81,1,1513,4.5,3,3,0.3,8.9,1,8.5,888217,247012,28822,5752,-4,0,4,0,2,8,4,28,0,0,0,2,0,0,10,347,414,1096.6,516,202.6,701,2.5,4
Manuel Lanzini,West Ham,Midfielder,active,,100,100,6.3,51,2,1147,3,1,0.8,0.1,8.1,1,0.3,29417,33964,1275,2893,-2,-1,2,1,3,0,4,25,0,0,0,2,0,0,5,246,208.8,306.3,248,76.6,381,0.3,1.8
Josh Cullen,West Ham,Midfielder,short loan,Joined Bradford on loan until January. - Expected,0,0,4.4,0,0,0,0,0,0,0,0,0,0.1,4350,888,57,23,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail Antonio,West Ham,Midfielder,minor injury,Illness - 75% chance of playing,75,75,6.8,89,2,1636,4.7,4,4.5,0.7,13.1,2,10.1,839101,1039569,52680,41247,-2,0,2,0,8,2,6,28,0,0,0,4,0,0,4,284,458.6,292.6,776,152.8,452,4,4.1
HÃƒÂ¥vard Nordtveit,West Ham,Midfielder,active,,100,100,4.7,22,1,677,1.8,2.3,2,0.4,4.7,0,0.1,4691,1515,133,62,-3,0,3,0,0,1,1,15,0,0,0,2,0,0,0,113,120.6,47.5,20,18.8,0,1.5,3
Sofiane Feghouli,West Ham,Midfielder,active,,100,100,5,8,-2,181,0.9,1,0.8,0.2,1.6,0,0.6,135945,7336,484,310,-5,0,5,0,0,1,0,6,0,0,0,1,1,0,0,39,41.6,87.2,52,18,0,0.3,1.8
GÃƒÂ¶khan TÃƒÂ¶re,West Ham,Midfielder,major injury,Thigh injury - Unknown return date,0,0,5.3,10,0,240,2,1,0,0,1.9,0,0.1,10799,8967,43,7,-2,0,2,0,0,1,1,4,0,0,0,0,0,0,0,29,28.2,87.8,33,14.6,0,0,0
Andy Carroll,West Ham,Forward,active,,100,100,6.2,23,1,510,2.9,3.7,3.3,0.5,3.7,0,2.7,319076,138330,17040,5545,-3,0,3,0,2,0,2,8,0,0,0,0,0,0,2,80,117,91.7,231,44,381,2.8,4.3
Enner Valencia,Everton,Forward,active,,100,100,5.3,30,9,559,2.1,4.3,3.3,0.6,5.7,0,1.9,159970,105295,3136,7978,-2,0,2,0,1,2,2,7,0,0,0,0,0,0,1,79,63.8,51,301,40.4,200,3.3,2.3
Diafra Sakho,West Ham,Forward,major injury,Back injury - Expected back 01 Apr,0,0,5.8,10,0,125,5,5,0,0,1.7,0,0.1,7258,3709,161,69,-2,0,2,0,1,0,0,2,0,0,0,0,0,0,2,29,36.6,5.1,25,6.7,286,0,0
Nick Pope,Burnley,Goalkeeper,active,,100,100,3.9,0,0,0,0,0,0,0,0,0,1.9,32776,17288,1783,5557,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Paul Robinson,Burnley,Goalkeeper,active,,100,100,4,3,0,180,1.5,1.5,0,0,0.8,0,2.7,44902,35358,3632,3155,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,27,32.4,0,0,3.2,0,-1.5,-0.5
Johann Berg Gudmundsson,Burnley,Midfielder,minor injury,Hamstring injury - 25% chance of playing,25,25,5,41,1,922,2.6,1,0.8,0.2,8.2,1,0.2,20962,13365,410,86,-5,0,5,0,1,2,3,17,0,0,0,0,0,0,3,162,194.4,250.5,148,59.3,0,-0.7,0.1
Ragnar Klavan,Liverpool,Defender,active,,100,100,4.6,29,1,766,2.9,2.7,4.3,0.9,6.3,0,1.2,47421,47452,5635,9923,-4,0,4,0,0,0,3,9,0,0,0,1,0,0,3,183,176.4,30.6,47,25.5,0,5.8,4.3
Marko Grujic,Liverpool,Midfielder,major injury,Muscle injury - Expected back 02 Jan,0,0,4.3,2,0,30,1,1,0,0,0.5,0,0.2,26734,2493,187,29,-7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,5.2,15.8,8,2.9,0,0,0
Jason Denayer,Sunderland,Defender,active,,100,100,4.7,24,0,791,2.2,3.7,2.3,0.5,5.1,0,0.1,3384,1435,160,75,-3,0,3,0,0,0,2,11,0,0,0,2,0,0,2,130,134.2,42.3,38,21.6,0,0.6,1.8
Antonio BarragÃƒÂ¡n,Middlesbrough,Defender,major injury,Hamstring injury - Expected back 21 Jan,0,0,4.6,52,1,1631,2.7,2.7,2,0.4,11.3,0,1.5,60648,99607,13356,836,1,0,-1,0,0,0,5,20,0,0,0,5,0,0,5,327,329.6,161.1,32,52.5,0,2,0
ÃƒÂÅlvaro Negredo,Middlesbrough,Forward,active,,100,100,6.4,76,2,1592,4,2.7,5,0.8,11.9,3,15.5,1305779,1395866,57526,41611,-1,0,1,0,5,4,6,20,0,0,0,3,0,0,11,233,336.6,251.3,488,107.4,0,5,5
Juan ZuÃƒÂ±iga,Watford,Defender,active,,100,100,4.3,32,0,708,2.1,1.3,0.8,0.2,7.4,1,1.6,96910,121601,8139,1700,-2,0,2,0,1,1,1,13,0,0,0,1,0,0,2,153,125.4,58.3,78,25.8,0,0.2,0.8
Tommie Hoban,Watford,Defender,long loan,Season-long loan to Blackburn Rovers,0,0,4,0,0,0,0,0,0,0,0,0,0.2,12061,1152,281,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brice Dja DjÃƒÂ©djÃƒÂ©,Watford,Defender,long loan,Omitted from 25 man squad,0,0,4.4,0,0,0,0,0,0,0,0,0,0,1128,91,10,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye DoucourÃƒÂ©,Watford,Midfielder,active,,100,100,4.6,4,1,187,1.3,1.3,0.8,0.2,0.9,0,0,890,235,21,44,-4,0,4,0,0,0,0,7,0,0,0,1,0,0,0,21,9.4,20.1,43,7.2,0,0.3,0.8
Matej Vydra,Watford,Forward,long loan,Signed for Derby County on 27/8,0,0,4.5,1,0,3,1,1,0,0,0.2,0,0.3,25624,4114,279,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3,0,0,0,0,0
Rob Holding,Arsenal,Defender,active,,100,100,4,7,0,270,2.3,2.3,0,0,1.8,0,0.6,64876,44256,1022,1241,-5,0,5,0,0,0,1,5,0,0,0,1,0,0,0,61,74.4,1.5,12,8.8,0,0.5,1.5
Georginio Wijnaldum,Liverpool,Midfielder,active,,100,100,7.5,58,2,1448,3.1,5,4.5,0.6,7.7,0,1.3,122739,21791,1552,1647,-5,0,5,0,2,2,5,20,0,0,0,1,0,0,3,282,261.2,360.3,301,92.5,630,6,4.5
Ramadan Sobhi,Stoke,Midfielder,short loan,On international duty at the Africa Cup of Nations,0,0,4.9,13,0,200,1.9,1,0.5,0.1,2.7,0,0.3,36376,10814,685,22,-6,0,6,0,0,1,1,3,0,0,0,0,0,0,0,49,12.6,8.8,18,3.7,0,0.5,0
Ola Aina,Chelsea,Defender,active,,100,100,4.6,2,0,10,1,1,0.3,0.1,0.4,0,0.1,4598,534,46,15,-4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,1.6,0.3,0,0.2,0,0.3,1.8
Idrissa Gueye,Everton,Midfielder,short loan,On international duty at the Africa Cup of Nations,0,0,5,50,3,1665,2.6,2.7,2.3,0.5,10,0,0.4,33506,35288,5183,478,0,0,0,0,0,2,5,17,0,0,0,6,0,0,7,332,325.8,245.2,108,68,270,2.3,0
Leroy SanÃƒÂ©,Man City,Midfielder,active,,100,100,7.5,24,0,392,2.7,3.7,2,0.3,3.2,0,0.2,31198,9865,574,78,-5,0,5,0,1,1,0,4,0,0,0,0,0,0,3,93,98.2,111.2,97,30.8,0,0,2
Bradley Guzan,Middlesbrough,Goalkeeper,active,,100,100,4.3,17,8,270,5.7,5.7,2,0.5,4,1,0.6,24218,12031,949,2895,-2,0,2,0,0,0,2,1,0,0,0,0,0,10,1,69,65.6,0,0,6.6,188,2,2
GastÃƒÂ_n RamÃƒÂ_rez,Middlesbrough,Midfielder,major injury,Knee injury - Expected back 21 Jan,0,0,5.3,53,2,1189,3.1,1.3,2.5,0.5,10,0,0.8,91867,74686,6402,2946,-2,0,2,0,2,3,6,12,0,0,0,7,0,0,6,196,229.6,388.3,317,93.4,0,2.5,0
JÃƒÂ©rÃƒÂ©my Pied,Southampton,Defender,major injury,Knee injury - Unknown return date,0,0,4.8,1,0,12,1,1,0,0,0.2,0,0,2650,195,16,7,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16.8,17,3.4,0,0,0
Chuba Akpom,Arsenal,Forward,active,,100,100,5.1,0,0,0,0,0,0,0,0,0,0.1,8722,1259,58,32,-4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.5
Sullay Kaikai,Crystal Palace,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,2206,150,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Mason Holgate,Everton,Defender,active,,100,100,4,23,0,384,4.6,4.7,1.5,0.4,5.8,0,4.7,280143,418915,15458,29997,-5,0,5,0,0,1,2,2,0,0,0,0,0,0,3,112,103,40.6,43,18.7,0,1.5,0.5
Benjamin Chilwell,Leicester,Defender,active,,100,100,4.3,7,0,180,3.5,3.5,1.8,0.4,1.6,0,0.2,6870,2981,441,295,-2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,35,36.8,2.7,33,7.2,0,1.8,0.3
Bartosz Kapustka,Leicester,Midfielder,active,,100,100,5,0,0,0,0,0,0,0,0,0,0.1,5624,455,43,17,-5,-1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5
Jose Angel Esmoris Tasende,Man City,Defender,long loan,Loaned to Girona,0,0,4.3,0,0,0,0,0,0,0,0,0,0.1,2491,903,165,13,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy Djilobodji,Sunderland,Defender,active,,100,100,4.3,23,1,1397,1.4,0.7,2,0.5,5.3,0,0.3,10438,10219,1169,3074,-2,0,2,0,0,0,2,30,0,0,0,3,1,0,0,258,444.4,24.6,120,59,0,0.5,1.5
Fernando Llorente,Swansea,Forward,active,,100,100,6.2,64,1,1203,3.8,2.3,2.3,0.4,10.3,2,3.3,329314,341606,37632,6167,-3,-1,3,1,6,2,2,34,0,0,0,1,0,0,7,230,288.6,290.2,638,121,0,2.1,1.3
Cameron Carter-Vickers,Spurs,Defender,active,,100,100,4.3,0,0,0,0,0,0,0,0,0,0,1687,688,61,37,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Daniel Lafferty,Burnley,Defender,long loan,Joined Sheffield United on loan until the end of t,0,0,4,0,0,0,0,0,0,0,0,0,0.3,21663,3042,358,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Pogba,Man Utd,Midfielder,active,,100,100,8.5,79,3,1710,4.2,6.7,5.8,0.7,9.3,1,11.8,551177,536879,30964,48043,0,1,0,-1,4,3,7,18,0,0,0,6,0,0,11,351,465.8,630.6,578,167.4,0,6.8,5.3
Jack Stephens,Southampton,Defender,active,,100,100,4,1,1,85,1,1,0.3,0.1,0.3,0,0.3,9045,7735,549,693,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,17.6,15,6,3.9,0,-0.2,0.3
Arthur Masuaku,West Ham,Defender,major injury,Knee injury - Expected back 21 Jan,0,0,4.7,11,0,526,1.8,0,0,0,2.3,0,0.2,24101,17697,154,13,-3,0,3,0,0,1,1,18,0,0,0,1,0,0,1,131,126.4,63.8,3,19.3,0,0,0
Donald Love,Sunderland,Defender,active,,100,100,4,14,1,431,1.4,1,2.3,0.6,3.5,0,4.5,125777,265700,12782,20824,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,86,89.6,41.6,0,13.1,3,0.8,1.8
Borja BastÃƒÂ_n,Swansea,Forward,active,,100,100,6.7,25,0,475,2.3,2,0.5,0.1,3.7,0,0,9501,6354,92,33,-3,-1,3,1,1,2,1,9,0,0,0,0,0,0,1,64,49.4,52.7,162,25.4,0,1,-0.5
Olayinka Fredrick Oladotun Lad,Crystal Palace,Forward,long loan,Joined Shrewsbury Town on loan from 6/1 until the,0,0,4.5,0,0,0,0,0,0,0,0,0,0,1017,843,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keshi Anderson,Crystal Palace,Forward,long loan,Joined Bolton  on loan for the season,0,0,4.5,0,0,0,0,0,0,0,0,0,0,2344,1695,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane Wilson,West Brom,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.4,11425,20838,953,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Sam Field,West Brom,Midfielder,active,,100,100,4.4,4,0,165,2,2,0,0,0.9,0,0,555,560,22,15,-1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,27,5.4,45.1,1,5.1,0,1,-1
Tom Davies,Everton,Midfielder,active,,100,100,4.3,10,6,181,1.7,2.3,1.8,0.4,2.3,0,0.1,2466,4597,690,2751,-2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,35,38.2,33.1,34,10.6,0,1.8,0.8
Harry Winks,Spurs,Midfielder,active,,100,100,4.5,20,1,335,1.5,1,1.3,0.3,4.4,0,0.1,3825,5849,482,341,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,87,76.4,49.8,57,18.4,0,0.8,1.3
Greg Olley,Hull,Midfielder,active,,100,100,4.3,0,0,0,0,0,0,0,0,0,0,605,659,37,75,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5
Josh Clackstone,Hull,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.1,4242,6548,287,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5
Jarrod Bowen,Hull,Forward,active,,100,100,4.5,5,0,65,1,1,0.3,0.1,1.1,0,0.1,4336,5070,201,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1.4,7.7,2,1.2,0,-0.7,-0.2
Dusan Kuciak,Hull,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.3,4545,7418,323,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5
Greg Luer,Hull,Forward,major injury,Knee injury - Unknown return date,0,0,4.4,0,0,0,0,0,0,0,0,0,0.1,4793,5325,209,124,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Tymon,Hull,Defender,active,,100,100,4,3,0,157,1.5,1.5,0,0,0.8,0,0.3,7888,15142,1025,367,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,31.2,4.9,0,3.7,0,-1,-0.5
Lynden Gooch,Sunderland,Midfielder,major injury,Ankle injury - Unknown return date,0,0,4.2,10,0,323,1.1,0.7,0,0,2.4,0,0.1,5450,7735,965,1709,-3,0,3,0,0,0,1,5,0,0,0,3,0,0,0,38,31.8,65.9,50,14.5,0,0,0
Joel Asoro,Sunderland,Midfielder,active,,100,100,4.4,1,0,10,1,1,0,0,0.2,0,0,557,482,16,14,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0.2,0,-1.5,-0.5
Alex Baptiste,Middlesbrough,Defender,long loan,Joined Preston in season-long loan deal,0,0,4,0,0,0,0,0,0,0,0,0,0.1,3426,2522,61,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,Liverpool,Midfielder,active,,100,100,4.3,1,0,1,1,1,0,0,0.2,0,0,1162,980,43,27,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,4,0.4,0,1.5,0
Alexander Manninger,Liverpool,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.4,6473,9959,474,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
Steven Defour,Burnley,Midfielder,active,,100,100,5.7,45,1,804,3,1.7,1.5,0.3,7.8,0,0.2,28250,29641,466,175,-3,-1,3,1,1,3,4,12,0,0,0,1,0,0,6,202,206.4,281.1,71,56,0,0,1
Jonathan Calleri,West Ham,Forward,active,,100,100,6.6,6,0,135,1,1,0,0,0.9,0,0,2785,2556,41,25,-4,-1,4,1,0,0,0,2,0,0,0,0,0,0,0,8,3.8,18.7,66,8.4,0,-0.5,1
